NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,AÑO DE CORTE,DESCRIPCCIÓN CIIU
"901,056,810",GMJ HOGAR SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4754,COMERCIO,0.03,0.0,0.02,0.01,0.01,"2,024","Comercio al por menor de electrodomésticos, muebles, equipo de iluminación y otros enseres domésticos en establecimientos especializados"
"860,004,270",E MC ALLISTER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,4659,COMERCIO,0.03,0.0,0.05,0.02,0.04,"2,024",Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
"800,007,359",ALMACENES HJ SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4742,COMERCIO,0.03,0.0,0.01,0.01,0.0,"2,024",Comercio al por menor de equipos de audio y de video en establecimientos especializados
"830,021,692",INOXPA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,4659,COMERCIO,0.03,0.0,0.02,0.01,0.01,"2,024",Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
"901,113,871",SOSEGA COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,4690,COMERCIO,0.03,0.0,0.03,0.01,0.02,"2,024",Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
"800,226,277",COLARQUIM SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4664,COMERCIO,0.03,0.0,0.01,0.01,0.01,"2,024","Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
"860,524,195",TRANSPORTES RINCON SA,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4520,COMERCIO,0.03,0.0,0.03,0.01,0.02,"2,024",Mantenimiento y reparación de vehículos automotores
"811,005,042",INSUMOS Y ADITIVOS VETERINARIOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4631,COMERCIO,0.03,0.0,0.01,0.01,0.0,"2,024",Comercio al por mayor de productos alimenticios
"901,111,610",PRESTIGIO RM SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4731,COMERCIO,0.03,0.0,0.0,0.0,0.0,"2,024",Comercio al por menor de combustible para automotores
"900,164,399",RITTAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,4659,COMERCIO,0.03,0.0,0.02,0.0,0.01,"2,024",Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
